rating;user;place
4;Lindsay Cain;Indonesia Kaya Park
2;Lindsay Cain;Gedung Sate
3;Goldie Oconnell;Mall Thamrin City
2;Goldie Oconnell;Pelabuhan Marina
2;Goldie Oconnell;Ledok Sambi
3;Goldie Oconnell;Hutan Pinus Kayon
5;Goldie Oconnell;Alun-Alun Kota Bandung
5;Goldie Oconnell;Pantai Ngandong
3;Goldie Oconnell;House of Sampoerna
3;Goldie Oconnell;Grojogan Watu Purbo Bangunrejo
3;Goldie Oconnell;Masjid Daarut Tauhiid Bandung
2;Goldie Oconnell;Kampung Wisata Taman Sari
3;Goldie Oconnell;Museum Wayang
2;Goldie Oconnell;Air Terjun Sri Gethuk
4;Goldie Oconnell;Candi Gedong Songo
4;Goldie Oconnell;Embung Tambakboyo
4;Goldie Oconnell;Margasatwa Muara Angke
2;Goldie Oconnell;Kenjeran Park
3;Goldie Oconnell;Alive Museum Ancol
5;Goldie Oconnell;Masjid Pusdai
4;Goldie Oconnell;Waterpark Kenjeran Surabaya
3;Goldie Oconnell;Masjid Istiqlal
2;Goldie Oconnell;Air Terjun Kali Pancur
5;Goldie Oconnell;Taman Miniatur Kereta Api
3;Goldie Oconnell;Waterpark Kenjeran Surabaya
2;Goldie Oconnell;Watu Mabur Mangunan
4;Goldie Oconnell;Lembang Park & Zoo
5;Goldie Oconnell;Kota Lama Semarang
4;Goldie Oconnell;Hutan Pinus Asri
2;Goldie Oconnell;Desa Wisata Rumah Domes/Teletubbies
2;Goldie Oconnell;Wisata Mangrove Tapak
3;Goldie Oconnell;Indonesia Kaya Park
3;Goldie Oconnell;Pulau Semak Daun
3;Goldie Oconnell;Kawasan Kuliner BSM
2;Goldie Oconnell;Kampung Wisata Kadipaten
2;Goldie Oconnell;Pantai Marina
5;Arturo Medina;Museum TNI AL Loka Jala Crana
4;Arturo Medina;Masjid Muhammad Cheng Hoo
3;Arturo Medina;Bentara Budaya Yogyakarta (BBY)
2;Arturo Medina;Candi Prambanan
5;Arturo Medina;Museum Kereta Ambarawa
4;Arturo Medina;Gunung Papandayan
3;Arturo Medina;Museum Sasmita Loka Ahmad Yani
4;Arturo Medina;Kampung Wisata Sosro Menduran
2;Arturo Medina;Monumen Batik Yogyakarta
4;Arturo Medina;Lawangwangi Creative Space
2;Arturo Medina;Danau Rawa Pening
4;Arturo Medina;Patung Buddha Empat Rupa
3;Arturo Medina;Pantai Sanglen
4;Arturo Medina;Pantai Parangtritis
5;Arturo Medina;Museum Benteng Vredeburg Yogyakarta
3;Arturo Medina;Museum Tengah Kebun
3;Arturo Medina;Gedung Agung Yogyakarta
2;Arturo Medina;Monumen Selamat Datang
2;Arturo Medina;Kebun Tanaman Obat Sari Alam
2;Arturo Medina;Batununggal Indah Club
5;Arturo Medina;Masjid Nasional Al-Akbar
2;Arturo Medina;Jakarta Aquarium dan Safari
4;Emily Burton;Candi Ratu Boko
2;Emily Burton;Wisata Alam Kalibiru
4;Emily Burton;Taman Agrowisata Cilangkap
5;Emily Burton;Surabaya Museum (Gedung Siola)
5;Emily Burton;Puncak Gunung Api Purba - Nglanggeran
3;Emily Burton;Curug Luhur Waterfall
2;Emily Burton;Hutan Kota Srengseng
4;Emily Burton;Taman Legenda Keong Emas
2;Emily Burton;Kampung Batu Malakasari
5;Emily Burton;Tugu Pal Putih Jogja
3;Emily Burton;Museum Fatahillah
5;Emily Burton;Museum Nasional
3;Emily Burton;Taman Hutan Tebet
2;Emily Burton;Kawasan Kuliner BSM
2;Emily Burton;Pasar Petak Sembilan
3;Emily Burton;Kawasan Wisata Sosrowijayan
3;Emily Burton;Puncak Segoro
2;Emily Burton;Taman Air Mancur Menari Kenjeran
4;Emily Burton;Pura Giri Natha
5;Emily Burton;Museum Bank Indonesia
2;Emily Burton;Pantai Jungwok
2;Emily Burton;Gedung Agung Yogyakarta
3;Emily Burton;Kauman Pakualaman Yogyakarta
3;Emily Burton;Babakan Siliwangi City Forest Path Bandung
4;Emily Burton;Bukit Jamur
3;Emily Burton;Museum Gunung Merapi
2;Emily Burton;Tirto Argo Siwarak
5;Emily Burton;Bumi Perkemahan Cibubur
4;Emily Burton;Curug Dago
4;Liz Booth;Pantai Sanglen
2;Liz Booth;Taman Bungkul
4;Liz Booth;Pantai Pulang Sawal
5;Liz Booth;Monumen Yogya Kembali
3;Liz Booth;Pantai Patihan
5;Liz Booth;Bentara Budaya Yogyakarta (BBY)
4;Liz Booth;Taman Buah Surabaya
2;Liz Booth;Grand Maerakaca
4;Liz Booth;Museum Bank Indonesia
3;Liz Booth;Masjid Raya Bandung
4;Liz Booth;Ledok Sambi
2;Liz Booth;Desa Wisata Kelor
5;Liz Booth;Pura Giri Natha
2;Liz Booth;Taman Mundu
2;Liz Booth;Wisata Kuliner Pecenongan
4;Liz Booth;Museum Tekstil
5;Liz Booth;Bukit Bintang Yogyakarta
3;Liz Booth;Museum Tekstil
4;Liz Booth;Taman Pintar Yogyakarta
3;Liz Booth;Galeri Indonesia Kaya
4;Liz Booth;Green Village Gedangsari
3;Liz Booth;Pantai Samas
5;Liz Booth;Tektona Waterpark
4;Liz Booth;Pantai Parangtritis
3;Liz Booth;Sam Poo Kong Temple
4;Liz Booth;Museum Pos Indonesia
4;Liz Booth;Jalan Braga
4;Liz Booth;Taman Lalu Lintas Ade Irma Suryani Nasution
4;Liz Booth;Perkebunan Teh Malabar
3;Liz Booth;Pantai Ngandong
4;Liz Booth;Kampung Tematik Jawi
2;Liz Booth;Taman Impian Jaya Ancol
3;Rupert Petty;Goa Rancang Kencono
2;Rupert Petty;Alun Alun Selatan Yogyakarta
4;Rupert Petty;Air Terjun Sri Gethuk
5;Rupert Petty;Kawah Rengganis Cibuni
3;Rupert Petty;Pantai Marina
2;Rupert Petty;Pantai Watu Kodok
2;Rupert Petty;Watu Mabur Mangunan
4;Rupert Petty;"Bukit Paralayang, Watugupit"
2;Rupert Petty;Museum Nasional
3;Rupert Petty;Wisata Kuliner Pecenongan
2;Rupert Petty;Taman Suropati
3;Rupert Petty;Museum Layang-layang
2;Rupert Petty;Gedung Agung Yogyakarta
2;Rupert Petty;Taman Miniatur Kereta Api
4;Rupert Petty;Gua Maria Kerep Ambarawa
3;Rupert Petty;Jembatan Biru Ambarawa
4;Rupert Petty;Tebing Karaton
4;Rupert Petty;Taman Pelangi Yogyakarta
5;Rupert Petty;Patung Buddha Empat Rupa
2;Rupert Petty;Gereja Katedral Santo Petrus Bandung
5;Rupert Petty;Situs Warungboto
2;Rupert Petty;Lawang Sewu
5;Rupert Petty;The Lodge Maribaya
5;Rupert Petty;Pantai Drini
2;Darrel Booker;Rumah Sipitung
4;Darrel Booker;Ekowisata Mangrove Wonorejo
3;Darrel Booker;Sendang Geulis Kahuripan
3;Darrel Booker;Air Terjun Semirang
4;Darrel Booker;La Kana Chapel
3;Darrel Booker;Jurang Tembelan Kanigoro
5;Darrel Booker;Kampung Pelangi
4;Darrel Booker;Selasar Sunaryo Art Space
3;Darrel Booker;Taman Kupu-Kupu Cihanjuang
5;Darrel Booker;Pulau Pelangi
4;Darrel Booker;Gua Pawon
5;Darrel Booker;Keraton Surabaya
3;Darrel Booker;Pantai Samas
4;Darrel Booker;Wisata Eling Bening
3;Darrel Booker;Patung Sura dan Buaya
3;Darrel Booker;Kampung Cina
4;Darrel Booker;Sumur Gumuling
5;Darrel Booker;Pesona Nirwana Waterpark & Cottages
2;Darrel Booker;GPIB Immanuel Semarang (Gereja Blenduk)
3;Darrel Booker;Jogja Bay Pirates Adventure Waterpark
3;Darrel Booker;Kampoeng Rawa
3;Darrel Booker;Grand Maerakaca
5;Darrel Booker;Kebun Bibit Wonorejo
2;Darrel Booker;Taman Pintar Yogyakarta
4;Darrel Booker;Pantai Indrayanti
3;Darrel Booker;Sudut Pandang Bandung
3;Darrel Booker;De Mata Museum Jogja
3;Darrel Booker;Wisata Kaliurang
2;Darrel Booker;Museum Tekstil
4;Darrel Booker;Taman Budaya Jawa Barat
4;Darrel Booker;Roemah Seni Sarasvati
5;Darrel Booker;Museum Benteng Vredeburg Yogyakarta
4;Darrel Booker;Taman Suropati
2;Alberto Hinton;Pasar Seni
5;Alberto Hinton;Skyrink - Mall Taman Anggrek
4;Alberto Hinton;Pesona Nirwana Waterpark & Cottages
3;Alberto Hinton;Monumen Palagan Ambarawa
3;Alberto Hinton;Wisata Alam Kalibiru
5;Alberto Hinton;Kawah Rengganis Cibuni
3;Alberto Hinton;Mountain View Golf Club
5;Alberto Hinton;Taman Lansia
2;Alberto Hinton;Kampung Wisata Dipowinatan
5;Alberto Hinton;Kebun Bibit Wonorejo
5;Alberto Hinton;Museum Pos Indonesia
3;Alberto Hinton;Curug Tilu Leuwi Opat
3;Alberto Hinton;Gereja Tiberias Indonesia Bandung
3;Alberto Hinton;Saloka Theme Park
5;Alberto Hinton;Geoforest Watu Payung Turunan
3;Alberto Hinton;Taman Mini Indonesia Indah (TMII)
5;Alberto Hinton;Pulau Pelangi
3;Alberto Hinton;Monumen Jalesveva Jayamahe
3;Alberto Hinton;Gembira Loka Zoo
2;Alberto Hinton;GunungTangkuban perahu
5;Alberto Hinton;Alive Museum Ancol
5;Alberto Hinton;Goa Rancang Kencono
2;Alberto Hinton;Pasar Seni
3;Alberto Hinton;Lembang Park & Zoo
3;Alberto Hinton;Galeri Indonesia Kaya
5;Alberto Hinton;Museum Kesehatan Dr. Adhyatma
4;Alberto Hinton;Sanghyang Heuleut
5;Alberto Hinton;Kebun Tanaman Obat Sari Alam
3;Alberto Hinton;Galaxy Waterpark Jogja
5;Alberto Hinton;Curug Cipanas
4;Alberto Hinton;Taman Sungai Mudal
5;Alberto Hinton;Rumah Sipitung
4;Alberto Hinton;Pasar Kebon Empring Bintaran
5;Alberto Hinton;Alun-alun Utara Keraton Yogyakarta
4;Alberto Hinton;Pantai Nglambor
4;Larry Arellano;Pemandian Air Panas Ciater
3;Larry Arellano;Pantai Krakal
3;Larry Arellano;Taman Harmoni Keputih
5;Larry Arellano;Tugu Pal Putih Jogja
5;Larry Arellano;Pantai Sundak
3;Larry Arellano;Hutan Kota Srengseng
3;Larry Arellano;Candi Prambanan
4;Larry Arellano;Curug Malela
2;Larry Arellano;Jembatan Pasupati
4;Larry Arellano;Hutan Pinus Kayon
4;Larry Arellano;Monumen Palagan Ambarawa
3;Larry Arellano;The Lodge Maribaya
3;Larry Arellano;Taman Ismail Marzuki
5;Larry Arellano;Orchid Forest Cikole
5;Larry Arellano;Kampung Wisata Rejowinangun
2;Larry Arellano;Mall Thamrin City
2;Larry Arellano;Pasar Beringharjo
5;Larry Arellano;Jurang Tembelan Kanigoro
3;Larry Arellano;Lawang Sewu
2;Larry Arellano;Museum Geologi Bandung
3;Larry Arellano;Museum Nike Ardilla
2;Larry Arellano;Alun Alun Selatan Yogyakarta
2;Larry Arellano;Kebun Binatang Surabaya
5;Larry Arellano;Brown Canyon
4;Larry Arellano;Durian Gardens and Tourism Education Watu Simbar
3;Larry Arellano;Nol Kilometer Jl.Malioboro
5;Larry Arellano;Jalan Braga
2;Larry Arellano;Curug Batu Templek
2;Larry Arellano;Desa Wisata Sungai Code Jogja Kota
5;Larry Arellano;SnowBay Waterpark
4;Larry Arellano;Museum Geologi Bandung
3;Larry Arellano;Masjid Pusdai
2;Larry Arellano;Kota Mini
4;Larry Arellano;Desa Wisata Sungai Code Jogja Kota
3;Larry Arellano;Pantai Pok Tunggal
3;Larry Arellano;Hutan Mangrove Kulon Progo
4;Larry Arellano;Perpustakaan Nasional
3;Larry Arellano;Pulau Semak Daun
3;Larry Arellano;Jogja Bay Pirates Adventure Waterpark
5;Dianne Rivers;Mountain View Golf Club
2;Dianne Rivers;Pantai Pok Tunggal
4;Dianne Rivers;Pantai Marina
5;Dianne Rivers;Watu Mabur Mangunan
5;Dianne Rivers;Taman Pelangi
3;Dianne Rivers;Grand Maerakaca
4;Dianne Rivers;Museum Tengah Kebun
4;Dianne Rivers;Alun Alun Selatan Yogyakarta
4;Dianne Rivers;Masjid Kapal Semarang
4;Dianne Rivers;Kampoeng Kopi Banaran
2;Dianne Rivers;Wisata Agro Edukatif Istana Susu Cibugary
4;Dianne Rivers;Keraton Surabaya
5;Dianne Rivers;Seribu Batu Songgo Langit
5;Dianne Rivers;Taman Srigunting
3;Dianne Rivers;Jalan Braga
2;Dianne Rivers;Masjid Salman ITB
4;Dianne Rivers;Taman Keputran
2;Dianne Rivers;Green Village Gedangsari
2;Dianne Rivers;Museum Satria Mandala
4;Dianne Rivers;Klenteng Sanggar Agung
5;Dianne Rivers;Alive Museum Ancol
3;Dianne Rivers;Taman Bunga Celosia
5;Dianne Rivers;Watu Lumbung
5;Dianne Rivers;Jembatan Pasupati
5;Dianne Rivers;Nol Kilometer Jl.Malioboro
4;Dianne Rivers;Jembatan Kota Intan
4;Dianne Rivers;Pantai Samas
4;Dianne Rivers;Museum Tekstil
5;Dianne Rivers;Roemah Seni Sarasvati
3;Dianne Rivers;Water Blaster Bukit Candi Golf
5;Dianne Rivers;Taman Hutan Raya Ir. H. Djuanda
3;Dianne Rivers;Kampung Wisata Taman Sari
5;Dianne Rivers;Monumen Serangan Umum 1 Maret
3;Dianne Rivers;Wisata Alam Wana Wisata Penggaron
4;Dianne Rivers;Bumi Perkemahan Batu Kuda
2;Dianne Rivers;Taman Buah Surabaya
4;Dianne Rivers;Pantai Timang
2;Dianne Rivers;Pantai Kesirat
4;Dianne Rivers;Museum Sri Baduga
5;Dianne Rivers;Taman Hutan Raya Ir. H. Juanda
5;Dianne Rivers;Taman Kunang-Kunang
5;Terry Wiggins;Goa Jomblang
3;Terry Wiggins;Pantai Timang
2;Terry Wiggins;The Lost World Castle
3;Terry Wiggins;Pantai Ngandong
5;Terry Wiggins;Bukit Jamur
4;Terry Wiggins;Istana Negara Republik Indonesia
5;Terry Wiggins;Galeri Nasional Indonesia
5;Terry Wiggins;Panama Park 825
5;Terry Wiggins;Gua Pawon
3;Terry Wiggins;Pasar Beringharjo
4;Terry Wiggins;Museum Bahari Jakarta
2;Terry Wiggins;Wisata Agro Edukatif Istana Susu Cibugary
5;Terry Wiggins;Pasar Petak Sembilan
3;Terry Wiggins;Setu Babakan
2;Terry Wiggins;Water Park Bandung Indah
3;Terry Wiggins;Desa Wisata Sungai Code Jogja Kota
5;Terry Wiggins;Food Junction Grand Pakuwon
3;Terry Wiggins;Gedung Sate
2;Terry Wiggins;Candi Sewu
4;Terry Wiggins;Taman Kunang-Kunang
2;Terry Wiggins;Gunung Lalakon
3;Terry Wiggins;Curug Tilu Leuwi Opat
4;Terry Wiggins;Air Terjun Semirang
3;Terry Wiggins;Museum Bahari Jakarta
3;Terry Wiggins;Kidzania
2;Terry Wiggins;Kauman Pakualaman Yogyakarta
3;Terry Wiggins;Tebing Breksi
4;Terry Wiggins;Sanghyang Heuleut
5;Terry Wiggins;Taman Kasmaran
3;Terry Wiggins;House of Sampoerna
3;Terry Wiggins;Taman Legenda Keong Emas
3;Terry Wiggins;Kampung Wisata Rejowinangun
2;Terry Wiggins;Caringin Tilu
4;Terry Wiggins;Museum Sepuluh Nopember Kota Surabaya
2;Loyd Finley;Taman Budaya Jawa Barat
3;Loyd Finley;Taman Bungkul
3;Loyd Finley;Kebun Tanaman Obat Sari Alam
2;Loyd Finley;Taman Film
4;Loyd Finley;Pintoe Langit Dahromo
2;Loyd Finley;Museum Kereta Ambarawa
5;Loyd Finley;Pantai Watu Kodok
2;Loyd Finley;Kota Tua
4;Loyd Finley;Taman Hiburan Rakyat
2;Loyd Finley;Heha Sky View
3;Loyd Finley;Curug Cimahi
5;Loyd Finley;Pantai Ngrenehan
4;Loyd Finley;Cibubur Garden Diary (Cibugary)
3;Loyd Finley;Museum Kereta Ambarawa
3;Loyd Finley;Jakarta Aquarium dan Safari
2;Loyd Finley;Bukit Panguk Kediwung
2;Loyd Finley;Alive Museum Ancol
2;Loyd Finley;Taman Cattleya
4;Loyd Finley;Farm House Susu Lembang
4;Loyd Finley;Hutan Bambu Keputih
2;Loyd Finley;Tebing Karaton
2;Loyd Finley;Pantai Indrayanti
4;Loyd Finley;Kebun Tanaman Obat Sari Alam
3;Loyd Finley;Bumi Perkemahan Batu Kuda
5;Loyd Finley;Taman Begonia
5;Loyd Finley;Pantai Baron
2;Loyd Finley;Curug Batu Templek
5;Loyd Finley;Curug Cilengkrang
2;Loyd Finley;Panghegar Waterboom Bandung
3;Loyd Finley;Indonesia Kaya Park
5;Loyd Finley;Taman Balai Kota Bandung
5;Loyd Finley;La Kana Chapel
2;Loyd Finley;Peta Park
5;Loyd Finley;Museum Sonobudoyo Unit I
4;Loyd Finley;Kawasan Punclut
5;Kellie Chase;Pantai Watu Kodok
4;Kellie Chase;Kampung Batik Gedong Semarang
4;Kellie Chase;Jembatan Biru Ambarawa
5;Kellie Chase;Kawasan Kuliner BSM
2;Kellie Chase;Bumi Perkemahan Cibubur
2;Kellie Chase;Water Park Bandung Indah
5;Kellie Chase;The Great Asia Africa
3;Kellie Chase;The Escape Hunt
5;Kellie Chase;Pantai Parangtritis
2;Kellie Chase;Kampung Wisata Sosro Menduran
2;Kellie Chase;Happyfarm Ciwidey
3;Kellie Chase;Gua Pawon
3;Kellie Chase;Candi Donotirto
3;Kellie Chase;Bukit Gantole Cililin
5;Kellie Chase;Bangsal Pagelaran
3;Kellie Chase;Keraton Yogyakarta
4;Kellie Chase;Sumur Gumuling
2;Kellie Chase;Taman Lansia
2;Kellie Chase;Kampoeng Djadhoel Semarang
2;Kellie Chase;Monumen Serangan Umum 1 Maret
5;Kellie Chase;Sanghyang Heuleut
5;Kellie Chase;Hutan Pinus Kayon
2;Kellie Chase;Taman Impian Jaya Ancol
2;Kellie Chase;Pantai Drini
2;Kellie Chase;Studio Alam Gamplong
3;Kellie Chase;Museum Macan (Modern and Contemporary Art in Nusantara)
4;Kellie Chase;Gunung Manglayang
2;Kellie Chase;Bukit Jamur
3;Kellie Chase;Monumen Batik Yogyakarta
2;Kellie Chase;Rumah Batik
5;Kellie Chase;Pantai Goa Cemara
3;Kellie Chase;Pantai Siung
4;Kellie Chase;Kampung Batu Malakasari
3;Kellie Chase;Taman Hutan Raya Ir. H. Djuanda
2;Kellie Chase;Taman Miniatur Kereta Api
2;Kellie Chase;Rabbit Town
5;Kellie Chase;Curug Bugbrug
3;Kellie Chase;Ledok Sambi
4;Kellie Chase;Taman Kunang-Kunang
2;Kellie Chase;Food Junction Grand Pakuwon
4;Kellie Chase;Panama Park 825
4;Katie Beltran;Curug Tilu Leuwi Opat
3;Katie Beltran;Wisata Lereng Kelir
3;Katie Beltran;Taman Ekspresi Dan Perpustakaan
3;Katie Beltran;Mountain View Golf Club
2;Katie Beltran;Museum Sepuluh Nopember Kota Surabaya
3;Katie Beltran;Bukit Jamur
5;Katie Beltran;Gunung Lalakon
2;Katie Beltran;Taman Hutan Tebet
3;Katie Beltran;Museum Mpu Tantular
3;Katie Beltran;Taman Balai Kota Bandung
5;Katie Beltran;Danau Rawa Pening
4;Katie Beltran;Pantai Watu Kodok
3;Katie Beltran;Taman Legenda Keong Emas
4;Katie Beltran;Masjid Agung Trans Studio Bandung
2;Katie Beltran;Taman Agrowisata Cilangkap
5;Katie Beltran;Taman Hutan Raya Ir. H. Juanda
3;Katie Beltran;Taman Bunga Celosia
2;Katie Beltran;Kebun Teh Nglinggo
5;Katie Beltran;Curug Cilengkrang
3;Katie Beltran;Taman Cattleya
4;Katie Beltran;Hutan Pinus Kayon
2;Katie Beltran;Bentara Budaya Yogyakarta (BBY)
5;Katie Beltran;Food Junction Grand Pakuwon
3;Katie Beltran;Wisata Batu Kuda
3;Katie Beltran;Taman Legenda Keong Emas
4;Katie Beltran;Watu Goyang
4;Katie Beltran;Kebun Tanaman Obat Sari Alam
5;Katie Beltran;Grand Maerakaca
3;Katie Beltran;Gua Pawon
2;Katie Beltran;Wisata Alam Wana Wisata Penggaron
3;Katie Beltran;Taman Spathodea
2;Katie Beltran;Bunker Kaliadem Merapi
3;Katie Beltran;Pantai Marina
4;Katie Beltran;Lawangwangi Creative Space
2;Keneth Hunter;Bukit Lintang Sewu
4;Keneth Hunter;Desa Wisata Gamplong
5;Keneth Hunter;Wisata Kraton Jogja
3;Keneth Hunter;Desa Wisata Rumah Domes/Teletubbies
2;Keneth Hunter;Watu Gunung Ungaran
4;Keneth Hunter;Kampung Pelangi
4;Keneth Hunter;Hutan Kota Srengseng
3;Keneth Hunter;Keraton Surabaya
5;Keneth Hunter;Museum Macan (Modern and Contemporary Art in Nusantara)
4;Keneth Hunter;Curug Cipanas
2;Keneth Hunter;Istana Negara Republik Indonesia
2;Keneth Hunter;Kawasan Kuliner BSM
3;Keneth Hunter;Masjid Al-Imtizaj
5;Keneth Hunter;Museum Tengah Kebun
3;Keneth Hunter;Sudut Pandang Bandung
2;Keneth Hunter;Gereja Katedral Santo Petrus Bandung
3;Keneth Hunter;Monumen Palagan Ambarawa
5;Keneth Hunter;Keraton Surabaya
2;Keneth Hunter;Watu Goyang
2;Keneth Hunter;Kampung Tematik Jawi
3;Keneth Hunter;Gedung Agung Yogyakarta
2;Keneth Hunter;Gedung Sate
4;Keneth Hunter;Museum Mandala Wangsit Siliwangi
5;Keneth Hunter;Keraton Surabaya
2;Keneth Hunter;House of Sampoerna
5;Keneth Hunter;Grojogan Watu Purbo Bangunrejo
4;Keneth Hunter;Ocean Ecopark
2;Keneth Hunter;SnowBay Waterpark
3;Keneth Hunter;Happyfarm Ciwidey
5;Keneth Hunter;Taman Balai Kota Bandung
3;Keneth Hunter;Pasar Taman Puring
2;Keneth Hunter;Skyrink - Mall Taman Anggrek
4;Keneth Hunter;Taman Air Mancur Menari Kenjeran
3;Keneth Hunter;Gereja Katedral
2;Keneth Hunter;Batununggal Indah Club
5;Keneth Hunter;Desa Wisata Gamplong
4;Keneth Hunter;Tugu Proklamasi
3;Keneth Hunter;Situ Cileunca
2;Keneth Hunter;Dago Dreampark
5;Brady Green;Jembatan Kota Intan
3;Brady Green;Hutan Wisata Tinjomoyo Semarang
3;Brady Green;Hutan Wisata Tinjomoyo Semarang
4;Brady Green;Kiara Artha Park
3;Brady Green;Jogja Bay Pirates Adventure Waterpark
4;Brady Green;Stone Garden Citatah
3;Brady Green;Tugu Pal Putih Jogja
2;Brady Green;Pasar Beringharjo
3;Brady Green;Patung Sura dan Buaya
3;Brady Green;Caringin Tilu
4;Brady Green;Pantai Samas
4;Brady Green;Taman Kasmaran
3;Brady Green;Masjid Al-Imtizaj
4;Brady Green;Desa Wisata Pulesari
3;Brady Green;Tektona Waterpark
4;Brady Green;Stone Garden Citatah
2;Brady Green;Bukit Panguk Kediwung
3;Brady Green;Ciwangun Indah Camp Official
3;Brady Green;Pantai Jungwok
3;Brady Green;Pantai Samas
4;Brady Green;Museum Nasional
5;Brady Green;Pulau Semak Daun
4;Brady Green;Museum Gunung Merapi
4;Brady Green;Museum Mpu Tantular
5;Brady Green;Jembatan Kota Intan
5;Brad Strong;Masjid Agung Ungaran
3;Brad Strong;Museum Tekstil
4;Brad Strong;Lereng Anteng Panoramic Coffee Place
3;Brad Strong;Pantai Goa Cemara
2;Brad Strong;Curug Malela
2;Brad Strong;Museum Macan (Modern and Contemporary Art in Nusantara)
2;Brad Strong;Balai Kota Surabaya
3;Brad Strong;Pantai Sadranan
3;Brad Strong;Bandros City Tour
2;Brad Strong;Situ Patenggang
2;Brad Strong;Pantai Pok Tunggal
5;Brad Strong;Food Junction Grand Pakuwon
4;Brad Strong;Gua Pawon
4;Brad Strong;Pantai Marina
5;Brad Strong;Masjid Agung Trans Studio Bandung
2;Brad Strong;Taman Prestasi
2;Brad Strong;Situ Cileunca
2;Brad Strong;Grand Maerakaca
4;Brad Strong;Atlantis Water Adventure
3;Brad Strong;Gedung Agung Yogyakarta
2;Brad Strong;Lawangwangi Creative Space
5;Brad Strong;Museum Satria Mandala
4;Brad Strong;Pemandian Air Panas Ciater
3;Brad Strong;Grojogan Watu Purbo Bangunrejo
4;Brad Strong;Bandros City Tour
2;Brad Strong;Pantai Baruna
4;Brad Strong;Kawah Rengganis Cibuni
2;Brad Strong;Pantai Krakal
2;Brad Strong;Pantai Sadranan
4;Brad Strong;Gua Maria Kerep Ambarawa
5;Brad Strong;Teras Cikapundung BBWS
4;Brittney Pineda;Gumuk Pasir Parangkusumo
4;Brittney Pineda;Goa Rong
3;Brittney Pineda;Kampung Wisata Dipowinatan
4;Brittney Pineda;The Escape Hunt
5;Brittney Pineda;The World Landmarks - Merapi Park Yogyakarta
3;Brittney Pineda;Curug Luhur Waterfall
2;Brittney Pineda;Farm House Susu Lembang
5;Brittney Pineda;Setu Babakan
2;Brittney Pineda;Pesona Nirwana Waterpark & Cottages
2;Brittney Pineda;Desa Wisata Sungai Code Jogja Kota
2;Brittney Pineda;Pasar Petak Sembilan
2;Brittney Pineda;Taman Mini Indonesia Indah (TMII)
5;Brittney Pineda;Trans Studio Bandung
2;Brittney Pineda;Kampung Batik Gedong Semarang
3;Brittney Pineda;Puncak Kebun Buah Mangunan
5;Brittney Pineda;Gereja Katedral
4;Brittney Pineda;Monumen Nasional
3;Brittney Pineda;Pantai Sundak
4;Brittney Pineda;Jogja Exotarium
3;Brittney Pineda;Grojogan Watu Purbo Bangunrejo
5;Brittney Pineda;Pantai Indrayanti
4;Brittney Pineda;Jembatan Merah
4;Brittney Pineda;Babakan Siliwangi City Forest Path Bandung
3;Brittney Pineda;Masjid Daarut Tauhiid Bandung
2;Brittney Pineda;Pantai Sanglen
4;Brittney Pineda;Puncak Gunung Api Purba - Nglanggeran
3;Brittney Pineda;Curug Dago
3;Brittney Pineda;Farm House Susu Lembang
3;Brittney Pineda;Museum Nasional
3;Brittney Pineda;Semarang Contemporary Art Gallery
5;Brittney Pineda;Stone Garden Citatah
3;Brittney Pineda;Situ Patenggang
2;Brittney Pineda;Museum Macan (Modern and Contemporary Art in Nusantara)
2;Oswaldo Prince;Curug Malela
2;Oswaldo Prince;Taman Hutan Raya Ir. H. Juanda
2;Oswaldo Prince;Wisata Eling Bening
2;Oswaldo Prince;Jembatan Biru Ambarawa
5;Oswaldo Prince;The Escape Hunt
4;Oswaldo Prince;Pasar Taman Puring
4;Oswaldo Prince;Museum Mpu Tantular
2;Oswaldo Prince;Kampung Cina
5;Oswaldo Prince;Gembira Loka Zoo
4;Oswaldo Prince;Gedung Sate
2;Oswaldo Prince;Tirto Argo Siwarak
5;Oswaldo Prince;Sanghyang Heuleut
2;Oswaldo Prince;The Lodge Maribaya
5;Oswaldo Prince;Geoforest Watu Payung Turunan
3;Oswaldo Prince;Museum Pos Indonesia
3;Oswaldo Prince;Taman Kupu-Kupu Cihanjuang
3;Oswaldo Prince;Monumen Kapal Selam
3;Oswaldo Prince;Wisata Lereng Kelir
4;Oswaldo Prince;Panama Park 825
5;Oswaldo Prince;Museum Kebangkitan Nasional
3;Oswaldo Prince;Tugu Pal Putih Jogja
5;Oswaldo Prince;Puspa Iptek Sundial
3;Oswaldo Prince;Air Terjun Kedung Pedut
2;Oswaldo Prince;Wisata Batu Kuda
3;Oswaldo Prince;Museum TNI AL Loka Jala Crana
5;Oswaldo Prince;Museum Tekstil
4;Oswaldo Prince;Kampung Batik Gedong Semarang
4;Oswaldo Prince;Happyfarm Ciwidey
5;Oswaldo Prince;Pantai Marina
3;Oswaldo Prince;Kenjeran Park
3;Oswaldo Prince;Bandros City Tour
2;Darrick Ball;Pantai Nglambor
